Subject Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() angle(X,gravityMean) angle(Y,gravityMean) angle(Z,gravityMean)
      5            WALKING     0.2778423  -0.017285032   -0.10774178  -0.294098534   0.076748403   -0.45702144 -9.130639e-02   0.382942762     0.9726250  -0.100440285   0.002476236    -0.9793484  -0.132134901   0.071927598    0.08458888 -1.631941e-02  8.321594e-05  -0.302891025 -1.746400e-01  0.3614150605 -0.0488919897  -0.069013525  0.0815435496    -0.4908775  0.1832070210 -0.1122173081 -0.0077420641 -0.1050797851   0.013894208  -0.014782497 -0.3986307439  0.1868176688   -0.28778261   0.009460378   -0.49025109  -0.297517355   -0.84745965    -0.9635592  -0.344954806  -0.181055554   -0.59049662  -0.321390320    -0.8633418    -0.9665829   -0.37266875   -0.51395172   -0.21312703    -0.5293928   -0.77276651    -0.9091074  -0.602706271   -0.85211496  -0.133269651   -0.48482549   0.023735726 -3.489371e-02    -0.9171140
      6            WALKING     0.2836589  -0.016895419   -0.11030317  -0.296538717   0.164213885   -0.50432421 -3.263025e-01   0.366354059     0.9580675  -0.214694852   0.033188883    -0.9777799  -0.026528594   0.016913970    0.06995859 -1.648317e-02 -7.389312e-03  -0.132784767 -2.411575e-01  0.3220724970 -0.0255096186  -0.074446247  0.0838808799    -0.4460210 -0.0603934198 -0.2421260273 -0.0515653865  0.0430821488   0.084959089  -0.001013457 -0.1903651970  0.0283522050   -0.18793432   0.140781622   -0.49852016  -0.345227690   -0.87723183    -0.9189929  -0.150942918  -0.075374232   -0.54143862  -0.192694694    -0.8588290    -0.9174169   -0.23965071   -0.34137843   -0.20357546    -0.5153239   -0.82314740    -0.7907766  -0.427731556   -0.72362471  -0.190841074   -0.59155113  -0.051058045 -8.188179e-02    -0.8062052
      7            WALKING     0.2755930  -0.018653665   -0.11091223  -0.327243241  -0.077261856    0.15963128 -1.949853e-01   0.602064229     0.9325665  -0.159097004  -0.160846924    -0.9798513   0.187488616   0.424212272    0.09014626  1.843227e-02 -2.103986e-02  -0.346026226 -3.064370e-01  0.5466148147  0.0022883521  -0.083711372  0.0641104602    -0.5033135  0.4538934970 -0.3844586643  0.0243899634 -0.0923080933   0.154204349   0.084931093 -0.1356854045  0.4797179732   -0.34304841  -0.064156420    0.03858323  -0.322034908   -0.32585528    -0.8300039  -0.383715798  -0.123192887   -0.10649037  -0.365314791    -0.4142798    -0.8265448   -0.31839510   -0.15196669   -0.36673362    -0.5636153   -0.82253291    -0.9137164  -0.314975585   -0.61452138   0.114019697   -0.20516801  -0.052693664  5.389501e-02    -0.7477656
      8            WALKING     0.2746863  -0.018662887   -0.10725209  -0.173605736   0.380782053   -0.14208853 -1.947117e-01   0.168123974     0.9135863  -0.217102195  -0.186267837    -0.9747521  -0.120799527  -0.155431733    0.07033935 -6.039475e-03 -6.737989e-04  -0.258688628  1.463390e-01  0.3675065692  0.0235088228  -0.095791791  0.0509657915    -0.1992097 -0.0411924153  0.0748100398 -0.0167595108 -0.1228969901  -0.020593207  -0.008257222 -0.0612798239 -0.2553836281   -0.24738901   0.316982393   -0.23863459  -0.148386859   -0.60563871    -0.8786612  -0.311198711   0.079683287   -0.36156326  -0.271448185    -0.6696846    -0.8893979   -0.10206305   -0.25972969   -0.13290220    -0.2342520   -0.54554913    -0.9537441  -0.524135960   -0.78811442  -0.393378435   -0.72362114  -0.185503909  4.500230e-02    -0.6849917
      9            WALKING     0.2785028  -0.018089197   -0.11082051  -0.238353563  -0.201696961   -0.05796365 -4.844801e-02  -0.046675713     0.9518671  -0.031434174  -0.115856121    -0.9809720   0.153552980  -0.176156275    0.07043573  2.122559e-02  4.147627e-03  -0.206733788  6.176048e-01 -0.1237066750 -0.0808360599  -0.062559871  0.1116297799    -0.4761635  0.0529765390  0.1566730644 -0.0243787740  0.0008119846   0.335053107  -0.277710785  0.0030910699 -0.1099133149   -0.29471116  -0.257677616   -0.25080626  -0.218019977   -0.54955989    -0.9226791  -0.314265401  -0.367706595   -0.39954125  -0.170228340    -0.7068477    -0.9228106   -0.38367612   -0.43690586   -0.24022251    -0.5074045   -0.73041493    -0.9513225  -0.504246373   -0.77299325   0.236401498   -0.01959315   0.121321076 -2.657642e-02    -0.8445148
     10            WALKING     0.2785741  -0.017022351   -0.10905751  -0.178709734  -0.022743165   -0.39564507 -5.445033e-02  -0.061184863     0.9630921  -0.083827701   0.054927624    -0.9744352  -0.227582019  -0.024495023    0.08579438  4.082488e-03 -1.629532e-02  -0.052199101 -6.605083e-02 -0.0975611776  0.0106894976  -0.081954078  0.0986695731    -0.4142055 -0.2157062324 -0.1391831417  0.1613476286 -0.1115626410  -0.034275901   0.093216199  0.0842812029 -0.0944589225   -0.11419000   0.053391191   -0.41218272  -0.206366497   -0.82345485    -0.8895456  -0.107941107   0.030905202   -0.46402051  -0.079151827    -0.8558590    -0.8904960   -0.27791378   -0.34520903   -0.10853003    -0.4582929   -0.66521392    -0.8963393  -0.540334035   -0.82053159  -0.123217912   -0.54773417  -0.125263284  9.907794e-02    -0.8582757
     11            WALKING     0.2718219  -0.016647583   -0.10609630  -0.422842072  -0.052212075   -0.53062631 -1.838899e-04   0.254059977     0.9464685  -0.212045870   0.134053215    -0.9811010  -0.366399257   0.198442145    0.08297093  1.276825e-02 -1.336483e-02  -0.428516344  9.166950e-02  0.4338698697 -0.0426928995  -0.070510497  0.0843744496    -0.5963469 -0.0289719463 -0.0377975854 -0.1155226832  0.2267676762  -0.043549545   0.004292793 -0.0698211372 -0.1527271546   -0.39653373  -0.083047844   -0.61640291  -0.433703312   -0.88575694    -0.9691355  -0.453265269  -0.241801726   -0.69259387  -0.453943040    -0.9431965    -0.9700602   -0.51475331   -0.59310740   -0.39829334    -0.6231503   -0.84035584    -0.9727900  -0.470869504   -0.78184266  -0.123097658   -0.47920211   0.057973080  1.286088e-02    -0.7704279
     12            WALKING     0.2771287  -0.015560928   -0.10316111  -0.128898533  -0.122783290   -0.41060606 -2.936148e-01   0.088594778     0.9668735  -0.155983450  -0.036084288    -0.9791131   0.005264176   0.198685055    0.04576440  1.977669e-02  5.025870e-03  -0.013506611 -3.058370e-01 -0.0774729380 -0.1045136709  -0.034429108  0.0999739123    -0.5462635 -0.2832790284  0.0780203904 -0.0406803694  0.1271705451   0.274734711  -0.124300943 -0.0760941033 -0.0034397050   -0.05435764  -0.071302455   -0.42232530  -0.160707261   -0.82134634    -0.9122136  -0.081619795  -0.141374071   -0.49138617  -0.031059295    -0.8109540    -0.9218764   -0.40197593   -0.46788634   -0.31728248    -0.5931429   -0.77417101    -0.9272298  -0.467556223   -0.75567090  -0.074418951   -0.47622065   0.175529427 -9.726356e-02    -0.8602325
     13            WALKING     0.2758831  -0.018566065   -0.11143146  -0.346980394   0.141866689   -0.22050354 -7.608844e-02   0.366466124     0.9108557  -0.283658581  -0.131299719    -0.9725449   0.154468238   0.266275232    0.08095902  3.083645e-03  5.972490e-03  -0.220910068 -2.880477e-02  0.4146284147 -0.0174207635  -0.079847250  0.0784205641    -0.3760599  0.0369633797 -0.3092115164  0.1216599627 -0.2096243480   0.043839120   0.005712597 -0.1203873290 -0.0089539032   -0.33503012   0.095515067   -0.24685151  -0.353299849   -0.68349154    -0.8935167  -0.290460802  -0.043919514   -0.34226372  -0.219716160    -0.6740428    -0.8980659   -0.19285647   -0.25621355   -0.27660795    -0.4357147   -0.80628130    -0.8799365  -0.390247233   -0.67983003   0.304860146    0.05264391   0.022245074  3.357953e-02    -0.6708599
     14            WALKING     0.2719596  -0.021778538   -0.10675637  -0.402639098  -0.053612669    0.05188410 -2.967266e-01  -0.180901369     0.8029740  -0.270314823  -0.422495268    -0.9748169   0.122714912  -0.489370277    0.07208779  2.411602e-02  1.997230e-02  -0.454497020  3.002108e-02 -0.1975865195 -0.0034765506  -0.082968285  0.0513222718    -0.6003882  0.3358221524  0.1876903367  0.1247347815 -0.0934798824   0.214077870  -0.079797068 -0.1551015787 -0.0492831761   -0.42149817  -0.174601845   -0.17736643  -0.395859986   -0.43619913    -0.9189124  -0.472360617  -0.376766601   -0.41589918  -0.484797710    -0.7886157    -0.9162402   -0.50859585   -0.21589495   -0.21292576    -0.6300821   -0.61536838    -0.9723387  -0.327181063   -0.63922362   0.138857789   -0.14503870  -0.066709735  6.674021e-02    -0.4977834
     15            WALKING     0.2738992  -0.017080974   -0.10762182  -0.327961801   0.138912924   -0.51893263 -1.325687e-02   0.073605844     0.9515244  -0.233918283   0.075735673    -0.9783973  -0.158953831  -0.021665726    0.08977707  8.905886e-03  6.587062e-04  -0.373217585  2.438184e-01  0.0561447573 -0.0554883848  -0.061242788  0.0842484921    -0.3296246 -0.0493279680 -0.0022049330 -0.0013830967 -0.0090481117   0.054954630  -0.053422086  0.0448478797 -0.3735826854   -0.31744092   0.111321097   -0.55494214  -0.332520627   -0.87650504    -0.9694214  -0.390821985  -0.066937806   -0.64890525  -0.411500068    -0.9239495    -0.9670502   -0.25339936   -0.53542210   -0.46146407    -0.3576334   -0.85980367    -0.9671236  -0.516745129   -0.80796913  -0.264819566   -0.64478168   0.040557688 -1.286364e-01    -0.7781960
     16            WALKING     0.2760236  -0.020428693   -0.10880405  -0.404692524  -0.314569762   -0.15979979 -2.013645e-01   0.035866944     0.9259813  -0.066824647  -0.217351194    -0.9824696   0.350611703  -0.057906209    0.07702238  9.684447e-03  3.608033e-03  -0.396223738 -9.425654e-02  0.0105580647 -0.0151721913  -0.069595569  0.0818650736    -0.6541718  0.5088265616  0.0465538712 -0.0369763632 -0.1227440736   0.125986717  -0.128136439 -0.0005991183 -0.1264301407   -0.39479043  -0.321500668   -0.24436305  -0.409070488   -0.64175236    -0.9270348  -0.441406183  -0.454270822   -0.42233239  -0.402884115    -0.7261940    -0.9379030   -0.59574649   -0.61973193   -0.43288531    -0.6737411   -0.79688783    -0.9845688  -0.580764892   -0.83840849  -0.237642386   -0.59486786  -0.109617480  8.785794e-02    -0.7347206
     17            WALKING     0.2723419  -0.018487540   -0.10979212  -0.319500173  -0.017579789   -0.26582449 -1.209735e-01   0.271033255     0.9281124  -0.179927383  -0.190265950    -0.9809834   0.265011680   0.028719151    0.07731886  1.300985e-02  2.437533e-02  -0.355492635 -5.868574e-02  0.0304379372 -0.0092226552  -0.083977334  0.0757132657    -0.4798135 -0.0302577164 -0.1586717033 -0.0198641808 -0.0368323994   0.113958809  -0.046887979 -0.2187525963 -0.0031888650   -0.36099167  -0.065026762   -0.38283280  -0.304806274   -0.72096687    -0.9610118  -0.423446095  -0.194232722   -0.52342706  -0.343866129    -0.8040749    -0.9615824   -0.40771671   -0.49016629   -0.39880922    -0.5048493   -0.81211213    -0.9656575  -0.446991740   -0.75629979   0.376219464    0.09660236   0.073329999  1.013865e-02    -0.7270208
     18            WALKING     0.2738878  -0.017802363   -0.10421832  -0.376005521  -0.227005875   -0.42834806 -1.335053e-01   0.287613407     0.9238652  -0.254317086  -0.060931342    -0.9830109  -0.043171976  -0.095517085    0.07675243  2.827455e-02  1.068509e-02  -0.368056914  1.555635e-01  0.1038079196 -0.0399399716  -0.061372736  0.0944718395    -0.7044398  0.0139451739  0.1652496384 -0.0357950344  0.0434363502   0.059853306  -0.032684793 -0.0695681422 -0.2548361918   -0.37147516  -0.243606271   -0.48977105  -0.378068199   -0.82592782    -0.9509596  -0.414797154  -0.361908549   -0.60114725  -0.375992795    -0.8916027    -0.9542022   -0.60967343   -0.57089815   -0.53815234    -0.7349014   -0.87830171    -0.9861786  -0.415303509   -0.69991509  -0.104259572   -0.46206434   0.019185272 -6.322361e-02    -0.7143132
     19            WALKING     0.2739312  -0.019177359   -0.12273667  -0.048904941   0.181801561   -0.13947794 -3.797709e-01   0.102414311     0.9352226  -0.223338100  -0.089842880    -0.9698615   0.091620299   0.001199914    0.08222463  1.441135e-02 -3.275287e-02   0.110306729 -9.047812e-02 -0.1102413861 -0.0274970980  -0.075156933  0.0798106982    -0.0264358  0.5142417956 -0.1933940114  0.0058867060 -0.0718891302   0.090412840   0.045373774 -0.0024841642 -0.0840015465   -0.02998157   0.169258576   -0.10442336  -0.057882079   -0.65561642    -0.6655617   0.033638100   0.010731870   -0.12936790   0.090836649    -0.5933283    -0.6825617    0.22814236   -0.09735498   -0.01050471    -0.1083888   -0.60922450    -0.8436586  -0.566986121   -0.81742329  -0.106532005   -0.43775650   0.011076971 -3.067806e-02    -0.7662810
     20            WALKING     0.2725893  -0.021199992   -0.11353948  -0.208342792   0.489771809   -0.22873422 -3.988647e-01   0.324568521     0.8999652  -0.344443913  -0.035130214    -0.9703273   0.041812751   0.363529088    0.08412343 -2.106196e-02  6.344572e-03  -0.090645042 -4.455927e-01  0.3419328846 -0.0234104226  -0.074105055  0.0851359929    -0.2329406 -0.0978669084 -0.0373081044 -0.0810544868 -0.0437032618  -0.170906568   0.281595278 -0.3534251362  0.1824036651   -0.14740427   0.403465951   -0.27221386  -0.234985644   -0.70386092    -0.8760780  -0.138717234   0.157933952   -0.34599448  -0.122237206    -0.7278757    -0.8766933   -0.09362487    0.03101460   -0.10889250    -0.2799315   -0.65357729    -0.9196714  -0.700029536   -0.90483538  -0.171908316   -0.53746521  -0.004108403 -5.075348e-02    -0.6655196
     21            WALKING     0.2791835  -0.018161032   -0.10431933  -0.297814844   0.054088051   -0.16868873 -1.137654e-01   0.423917522     0.8625248  -0.370984549  -0.220947960    -0.9695764   0.170502576   0.057425823    0.07822518  2.351976e-03 -1.018134e-02  -0.114888874  1.247331e-01  0.2840425988 -0.0459323394  -0.059029444  0.0983715930    -0.4322329  0.3364274761  0.1747568298 -0.1908145792  0.3027027712   0.065310695  -0.127372661 -0.1518711897 -0.0391896708   -0.27349616   0.033846581   -0.30030907  -0.308547185   -0.65262988    -0.9052535  -0.200442011  -0.112564739   -0.40570016  -0.107412803    -0.7385758    -0.9092654   -0.24665738   -0.37174409   -0.28326247    -0.4918592   -0.76528897    -0.9454618  -0.278093694   -0.55884357   0.519760704    0.33425424   0.014850361 -6.230465e-02    -0.5810709
     22            WALKING     0.2788646  -0.016721361   -0.10711251  -0.008659219   0.100384246   -0.21335197 -2.890143e-05   0.379935765     0.9360964  -0.259644937   0.023378006    -0.9696434  -0.073709773  -0.053695210    0.06277776  3.567463e-02  4.436914e-03   0.035878709  3.375932e-02  0.3213130175  0.0007771571  -0.096088073  0.0775266595    -0.3185379  0.1688756993 -0.0111736297  0.2270903953 -0.3193871173   0.250060791  -0.148733589 -0.1868282953  0.1741568145   -0.09949286   0.145367520   -0.25521651   0.024395819   -0.71133770    -0.7787840  -0.036704708   0.159995614   -0.28197344   0.018004779    -0.7273978    -0.7854513   -0.14464865   -0.50117690   -0.08350118    -0.3744963   -0.65654826    -0.8030899  -0.549185697   -0.80956234   0.344756733    0.10466069  -0.088221172  5.089266e-02    -0.7488091
     23            WALKING     0.2732119  -0.018361871   -0.11338299  -0.313521773  -0.119020587    0.16422069 -3.115357e-01   0.411438088     0.9398097  -0.161761370  -0.160763360    -0.9772309   0.153743697   0.315350022    0.09873191  1.489559e-02 -1.908106e-03  -0.229328122 -4.438236e-01  0.4245100172 -0.0631156870  -0.064019792  0.1077004507    -0.4943226  0.1362939827 -0.3320048492 -0.0814461060 -0.2089390845  -0.182144702   0.105507241 -0.6324286829 -0.0072377715   -0.27540419  -0.072436732    0.08140811  -0.329807280   -0.32263285    -0.8327430  -0.290410455  -0.155488721   -0.05720213  -0.235172990    -0.1738666    -0.8346818   -0.33761920    0.19556946   -0.19497037    -0.5450517   -0.68783891    -0.9345322  -0.567385773   -0.81101197  -0.079672468   -0.48126397   0.027485254 -7.033514e-02    -0.7847980
     24            WALKING     0.2769808  -0.022544640   -0.11059595  -0.470762366  -0.154127498   -0.28884002 -1.946635e-01   0.428635772     0.9597011  -0.115116242  -0.140910030    -0.9831324   0.067271240  -0.068788786    0.07319390  1.212546e-02 -1.164014e-02  -0.485863255 -2.187452e-01  0.4377177567 -0.0545126871  -0.065843588  0.0972006320    -0.5805974  0.3383180646 -0.2434196994 -0.1771029761  0.1357436870  -0.011239818   0.030912240 -0.3985620036  0.0486127312   -0.49241980  -0.203193741   -0.34449301  -0.462733639   -0.74216305    -0.9465514  -0.509628169  -0.352829307   -0.46992022  -0.507640734    -0.7713647    -0.9504320   -0.46829508   -0.47984143   -0.39144792    -0.6169158   -0.81718893    -0.9784677  -0.479485175   -0.75832719   0.187628619   -0.09647996   0.046567115 -1.375516e-01    -0.8303308
     25            WALKING     0.2789928  -0.018647762   -0.10873764  -0.596007444  -0.161852412   -0.43713340 -2.056744e-02   0.027508159     0.9374831  -0.127315871   0.188416273    -0.9794993  -0.606899644  -0.171284175    0.07217207  3.511152e-03 -3.350987e-03  -0.607620932  1.908924e-01 -0.1906054465 -0.0156305378  -0.082076807  0.0867868737    -0.4011588 -0.0331983891 -0.0218720267  0.0831452880  0.0456619034  -0.029204250  -0.042516366  0.1617209243 -0.3348922137   -0.60903891  -0.251880271   -0.53356322  -0.591449956   -0.83343253    -0.9782131  -0.625595377  -0.434455200   -0.65928639  -0.624145725    -0.9038189    -0.9790165   -0.41190972   -0.67875035   -0.56132295    -0.4066781   -0.90195997    -0.9885874  -0.340412922   -0.67879062   0.417067467    0.19675635   0.034640032  2.699112e-02    -0.7785106
     26            WALKING     0.2792644  -0.015425959   -0.10892701  -0.340185528  -0.136351392   -0.33348650 -1.356579e-01   0.128035022     0.9606478  -0.133922185   0.108738700    -0.9800557  -0.185144722   0.233123455    0.06523037  1.967121e-02 -6.183058e-03  -0.328452881 -2.533238e-01 -0.1750765001 -0.0033408594  -0.084150765  0.0851069248    -0.4928857 -0.1271713995  0.0236828028  0.0910993083 -0.0033578297   0.152901636  -0.006323120 -0.1863342490  0.0577410785   -0.32195955  -0.146702157   -0.33953965  -0.347997926   -0.78183688    -0.9005540  -0.364226764  -0.298531982   -0.39867319  -0.351065958    -0.7061584    -0.9093182   -0.36811291   -0.56182777   -0.31851681    -0.5329996   -0.79315476    -0.9406094  -0.439462878   -0.74108842   0.077849685   -0.26130267  -0.032503248 -2.813173e-02    -0.8492167
     27            WALKING     0.2768495  -0.016647878   -0.11282229  -0.348475561  -0.187301215   -0.29731827 -2.405273e-02   0.368332548     0.9447593  -0.187497035  -0.126210937    -0.9798661   0.307605366   0.268324460    0.06843320  1.612303e-03 -2.075233e-02  -0.316184022  3.493402e-01  0.0601572764 -0.0855883571  -0.036534816  0.1182677502    -0.6068602  0.1648158040  0.2843151639  0.0060218051 -0.0982154488   0.368801679  -0.208760805 -0.0344027450 -0.1219911900   -0.30870237  -0.136783541   -0.31237260  -0.365256349   -0.75464760    -0.9118720  -0.345482737  -0.194767362   -0.38261709  -0.346610413    -0.7037592    -0.9164277   -0.49801794   -0.53472423   -0.31818238    -0.6423491   -0.71912887    -0.9655784  -0.601164773   -0.85786748  -0.209369494   -0.60897942   0.132261638 -1.157516e-01    -0.7808937
     28            WALKING     0.2812282  -0.015675972   -0.10371471  -0.293003522  -0.117886186   -0.30092840  4.598186e-02   0.303053413     0.9429303  -0.229316151  -0.125912861    -0.9766939   0.221745193   0.146938605    0.09311222  2.264866e-02 -7.629152e-03  -0.335700184  4.416506e-01  0.2273335717 -0.1058962079  -0.017282217  0.1160659109    -0.5037986  0.0468109401 -0.1526623523 -0.0534325401 -0.0393153016   0.185674009  -0.108900512  0.3452377507 -0.2240697393   -0.28006218  -0.127912276   -0.35633764  -0.298832423   -0.75068188    -0.9390710  -0.362601980  -0.294548345   -0.49875449  -0.367116416    -0.8274899    -0.9406560   -0.37468107   -0.50468174   -0.25502905    -0.5454802   -0.70742887    -0.9562561  -0.480869435   -0.76673071  -0.164619215   -0.51573346   0.112201222  1.092900e-02    -0.7567157
     29            WALKING     0.2719999  -0.016291560   -0.10663243  -0.174337940  -0.091754061   -0.24282804  4.905970e-02   0.463848397     0.9623744  -0.127318079   0.095579214    -0.9782535  -0.444330966   0.166664801    0.08537433  2.238705e-02  9.415473e-03  -0.221433543  2.128360e-01  0.3004053406 -0.0079566817  -0.081960153  0.0856852236    -0.5988687  0.0544650952  0.2894017352  0.0356479766  0.2216488557   0.189693013  -0.171030909  0.0780266102 -0.1758445879   -0.13581951  -0.034964233   -0.27973484  -0.190355977   -0.72329102    -0.8474124  -0.210469887  -0.088021341   -0.39487783  -0.307336670    -0.8520903    -0.8449028   -0.43149005   -0.36223232   -0.39727750    -0.6543136   -0.84064897    -0.9330263  -0.355338105   -0.67631683  -0.349930170   -0.74780864  -0.079520420  1.678084e-02    -0.8617712
     30            WALKING     0.2764068  -0.017588039   -0.09862471  -0.346394275  -0.173550022   -0.12047678 -1.193172e-01  -0.142263303     0.9652176  -0.157673824  -0.003925564    -0.9797525  -0.367161669  -0.368433554    0.06886900  2.196565e-02 -7.395342e-03  -0.374400941  1.763764e-01 -0.0931624176 -0.0459505356  -0.064917093  0.0839568239    -0.3879206 -0.0009161465  0.2052585014  0.1150721447  0.0380901197  -0.016412828   0.094104637  0.0587597271 -0.1295378679   -0.35140291  -0.193856664   -0.30955888  -0.344928112   -0.60709947    -0.9254717  -0.389595631  -0.299525344   -0.46703071  -0.415135398    -0.8323914    -0.9234130   -0.37444030   -0.17590092   -0.24735034    -0.3990323   -0.66375198    -0.9617274  -0.448589085   -0.77371769   0.032722103   -0.29512498   0.015776642 -7.201680e-02    -0.8613229
      1 WALKING_DOWNSTAIRS     0.2891883  -0.009918505   -0.10756619   0.030035338  -0.031935943   -0.23043421 -2.255450e-01   0.075684506     0.9318744  -0.266610339  -0.062119959    -0.9505598  -0.297445344   0.101304625    0.05415532  2.965045e-02 -1.097197e-02  -0.012283861 -3.578387e-01  0.1160340180 -0.0350781903  -0.090937129  0.0900850142    -0.4580305 -0.2415329995 -0.2514210710  0.1390745313 -0.1533004449   0.423461961  -0.295883798 -0.0579983788  0.0572668302    0.03822918   0.001549908   -0.22557447   0.024330839   -0.71841835    -0.8103776  -0.027663868  -0.128667158   -0.28833474  -0.086327897    -0.7272801    -0.8216472   -0.35244963   -0.05570225   -0.03186943    -0.4954225   -0.62184979    -0.8839940  -0.456828670   -0.73912219  -0.196565006   -0.53938471   0.063338285 -3.997685e-02    -0.7444838
      2 WALKING_DOWNSTAIRS     0.2776153  -0.022661416   -0.11681294   0.046366681   0.262881789   -0.10283791 -2.479335e-01   0.162723855     0.8618313  -0.325780101  -0.043889016    -0.9403618   0.025501103   0.045182264    0.11004062 -3.279591e-03 -2.093517e-02   0.147249143 -7.159631e-02  0.1328998508 -0.1159473529  -0.004823292  0.0971738089    -0.3207892  0.2121354290 -0.1885759086  0.0790410821  0.0543209986   0.187380403  -0.019631824  0.1379433113  0.0799973712    0.11284116   0.278345042   -0.13129077   0.016104620   -0.58177084    -0.8695655   0.138120681   0.096209161   -0.27149872   0.049959062    -0.6668806    -0.8695755   -0.14577597   -0.36191382   -0.08749447    -0.3794367   -0.75926148    -0.7606705  -0.447801660   -0.74552611   0.075097628   -0.25477492   0.366551180 -7.358030e-02    -0.6249856
      3 WALKING_DOWNSTAIRS     0.2924235  -0.019355408   -0.11613984  -0.057410048  -0.033150372   -0.36224025 -1.636626e-01   0.158475916     0.9390578  -0.228829214  -0.102352758    -0.9500611  -0.007657505   0.203033647    0.07256893  1.097078e-02 -2.027280e-03  -0.085801004  2.199517e-02 -0.0435955739 -0.1315732765  -0.013935804  0.1238267384    -0.2616534 -0.0130671215 -0.1516058452 -0.1501395020  0.1443066933   0.159734894  -0.172218928 -0.1423906403 -0.0850569764   -0.04217069  -0.007700483   -0.40445241  -0.065441719   -0.78920889    -0.9451724  -0.090670713  -0.135938543   -0.52905945  -0.165442899    -0.8563302    -0.9446294   -0.12906657   -0.54269416   -0.30286646    -0.3086303   -0.84666952    -0.9203445  -0.539080392   -0.81796948  -0.190437042   -0.51700182   0.313783896 -7.728399e-02    -0.7668235
      4 WALKING_DOWNSTAIRS     0.2799653  -0.009802009   -0.10677752   0.011193550  -0.218598325   -0.47918598  3.924340e-01  -0.024678820     0.9477319  -0.062085277   0.148714809    -0.9552589   0.028837072   0.279932519    0.09718627  5.637802e-03 -7.291378e-03  -0.145759709  2.374634e-01  0.1911130030 -0.1028388225  -0.070402595  0.0592639495    -0.3702447  0.5215941524 -0.0966567596 -0.1374715470  0.0885502128   0.350194378  -0.301383692  0.0142881446 -0.0265722558   -0.07223923  -0.129606639   -0.49468345   0.039009826   -0.86347209    -0.9400520  -0.161632908  -0.172941629   -0.58391737  -0.208250062    -0.9080165    -0.9418018   -0.24029889   -0.71754584   -0.31830648    -0.4149190   -0.89483541    -0.7478801  -0.475452025   -0.74390379  -0.179161829   -0.50256460   0.353626044 -6.256195e-02    -0.8524091
      5 WALKING_DOWNSTAIRS     0.2935439  -0.008501075   -0.10031993   0.275046110   0.090763076   -0.32589144  1.045049e-02   0.348959158     0.9566494  -0.060757832   0.021677791    -0.9504909  -0.062736150   0.398456706    0.10965060  1.376182e-02  2.133977e-02   0.032241550 -7.146967e-02  0.4762984009 -0.0682945699  -0.070780600  0.0806559990    -0.4606468 -0.0892728666 -0.3323774813 -0.0575667899  0.1173690042   0.156437936  -0.116399372 -0.2339487955  0.1200546132    0.09843201   0.079228069   -0.37474009   0.336554725   -0.76743808    -0.9448698  -0.036801215  -0.056803296   -0.49197995   0.011055933    -0.8045607    -0.9452189   -0.29534510   -0.38248308   -0.03417503    -0.5149409   -0.71296533    -0.8194504  -0.261773110   -0.58463561  -0.045112680   -0.34239375   0.123686466 -1.404468e-03    -0.9471165
      6 WALKING_DOWNSTAIRS     0.2770453  -0.019536840   -0.10720936   0.383681640   0.360164959   -0.32020423 -2.486937e-01   0.129108570     0.9285315  -0.214046334  -0.003079817    -0.9544063   0.168314926   0.319951214    0.10368134  9.876858e-03 -9.324706e-03   0.165271071 -3.037402e-01  0.2739401564 -0.0960837438  -0.034178221  0.0870012595    -0.1983039 -0.0570346784 -0.3367788837 -0.0563339760  0.1326980536   0.189514578  -0.114854389 -0.1953484269  0.0005395415    0.32830851   0.339771174   -0.27760259   0.403369767   -0.76425239    -0.8017730   0.136554991   0.137202452   -0.28308621   0.088651510    -0.6611760    -0.7884672    0.06337161   -0.13032747    0.15284525    -0.2867249   -0.61125171    -0.6975596  -0.242396641   -0.53107517  -0.215333946   -0.58582016   0.312706788 -2.071293e-01    -0.8040771
